0.1380264, 40
0.2077703, 30
0.3073001, 40
0.40668, 50
0.5067927, 50
0.6075165, 50
0.7064271, 50
0.8073143, 50
0.9064966, 50
1.010397, 50
1.107821, 50
1.207799, 50
1.307107, 50
1.406544, 50
1.506335, 50
1.606251, 50
1.705926, 50
1.807521, 50
1.907133, 50
2.009029, 50
2.107292, 50
2.206656, 50
2.306265, 50
2.406945, 50
2.505593, 50
2.607684, 50
2.706218, 50
2.805766, 50
2.900915, 40
3.008191, 50
3.119628, 50
3.210946, 30
3.307292, 30
3.40594, 40
3.517585, 20
3.605743, 30
3.705679, 40
3.823618, 50
3.907011, 30
4.00768, 50
4.106104, 40
4.205255, 50
4.305721, 40
4.40519, 50
4.506081, 40
4.606568, 50
4.705701, 40
4.805344, 50
4.905325, 40
5.005454, 50
5.106145, 40
5.205535, 40
5.305338, 50
5.424617, 40
5.506362, 40
5.607099, 50
5.705551, 50
5.806374, 50
5.906423, 50
6.007462, 50
6.106829, 50
6.223852, 40
6.305758, 30
6.405478, 50
6.507006, 50
6.606929, 50
6.705936, 50
6.80528, 50
6.905181, 50
7.008462, 50
7.108479, 20
7.209504, 40
7.306003, 50
7.407329, 30
7.50629, 40
7.605825, 50
7.705479, 50
7.805216, 50
7.906165, 50
8.006463, 40
8.107002, 50
8.205143, 50
8.305554, 50
8.405514, 50
8.505227, 50
8.605099, 50
8.705336, 50
8.841372, 50
8.922071, 30
9.022466, 20
9.106424, 40
9.207902, 30
9.305331, 50
9.405114, 50
9.505694, 50
9.605447, 50
9.705023, 50
9.810352, 50
9.905955, 50
10.00558, 50
10.10588, 50
10.20513, 50
10.30611, 50
10.40519, 50
10.50507, 50
10.60609, 50
10.70515, 50
10.80667, 50
10.90679, 50
11.00565, 50
11.10491, 50
11.2053, 50
11.3056, 50
11.40643, 50
11.50663, 50
11.60907, 50
11.70852, 50
11.80618, 50
11.90649, 50
12.00622, 50
12.10793, 50
12.2066, 50
12.3054, 50
12.4049, 40
12.50515, 50
12.60628, 50
12.70549, 50
12.80563, 50
12.90514, 50
13.00493, 50
13.10609, 50
13.20688, 50
13.30589, 50
13.40535, 50
13.50506, 50
13.60679, 50
13.70511, 50
13.80527, 50
13.90538, 50
14.00737, 50
14.10531, 50
14.20539, 50
14.30524, 50
14.40769, 50
14.50661, 50
14.60667, 40
14.70657, 40
14.82407, 50
14.90743, 20
15.00664, 50
15.10485, 50
15.20578, 50
15.30589, 50
15.40507, 50
15.50508, 50
15.60505, 50
15.70514, 50
15.80537, 50
15.90501, 50
16.00474, 50
16.1051, 50
16.20509, 50
16.30579, 50
16.40522, 50
16.5053, 50
16.60507, 50
16.70515, 50
16.80864, 50
16.90719, 50
17.00616, 50
17.13232, 50
17.21197, 50
17.31289, 50
17.41161, 50
17.50057, 40
17.61143, 40
17.71113, 50
17.81251, 50
17.92949, 50
18.00018, 10
18.11154, 40
18.21487, 40
18.3128, 40
18.41208, 50
18.51278, 50
18.6119, 40
18.71129, 50
18.81303, 40
18.91137, 20
19.01081, 40
19.11167, 40
19.21079, 50
19.31262, 50
19.4118, 50
19.51246, 50
19.61285, 50
19.71184, 40
19.81267, 50
19.913, 50
20.01276, 50
20.11161, 50
20.21125, 50
20.31172, 50
20.41092, 50
20.50539, 40
20.61281, 60
20.7113, 40
20.81199, 50
20.91107, 50
21.01096, 50
21.11094, 50
21.23007, 50
21.31376, 40
21.41199, 50
21.51307, 50
21.61392, 40
21.71202, 50
21.8145, 50
21.91093, 50
22.01112, 50
22.1105, 50
22.21134, 50
22.31422, 50
22.4146, 40
22.5111, 50
22.61089, 50
22.71129, 50
22.81387, 50
22.9107, 30
23.0122, 50
23.11074, 50
23.22955, 40
23.33092, 20
23.41092, 40
23.50754, 40
